job_id,agency,#_of_positions,business_title,level,job_category,career_level,salary_range_from,salary_range_to,salary_frequency,preferred_skills,posting_date,post_until
732068,housing preservation dvlpmnt,1,design reviewer design strategy for the division of building and land development,00,engineering architecture planning,experienced nonmanager,66330.0,76279.0,annual,,2025-04-09,2025-10-04
687215,borough presidentbronx,1,deputy director of constituent services,00,constituent services community programs,experienced nonmanager,60889.0,94521.0,annual,,2024-04-11,
690738,dept of environment protection,1,deputy section chief,00,finance accounting procurement,experienced nonmanager,95051.0,127802.0,annual,,,
701945,dept of healthmental hygiene,1,grants development and compliance analyst bureau of budget administration,02,finance accounting procurement,experienced nonmanager,84981.0,84981.0,annual,,2025-10-02,2026-02-10
684797,dept of healthmental hygiene,3,public health inspector bureau of food safety and community sanitation,01,health,experienced nonmanager,51460.0,51460.0,annual,,,2025-10-17
706787,law department,1,claim specialist l1 tort ft,01,legal affairs,entrylevel,46689.0,74549.0,annual,,2025-12-03,
722658,dept of environment protection,1,accountable manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,62407.0,172854.0,annual,,,
683466,dept of environment protection,4,assistant project manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,64242.0,96395.0,annual,,,
711794,dept of environment protection,2,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
715607,office of management budget,1,analyst dcas,01,finance accounting procurement policy research analysis,entrylevel,60764.0,86995.0,annual,,,
703578,hradept of social services,1,unit supervisor,04,administration human resources social services,experienced nonmanager,45040.0,70704.0,annual,,,
708903,office of management budget,1,college aide data analytics management,01,finance accounting procurement policy research analysis,student,17.0,20.0,hourly,,,
714632,dept of environment protection,1,ehs audit specialist,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,64242.0,96395.0,annual,,,
720340,hradept of social services,2,rap unit supervisor,01,administration human resources social services,experienced nonmanager,60275.0,95392.0,annual,,,
723595,dept of healthmental hygiene,1,assistant director bureau of food safety and community sanitation,02,public safety inspections enforcement,experienced nonmanager,78250.0,89987.0,annual,,2025-04-08,2026-07-25
723237,campaign finance board,1,financial analyst,02,finance accounting procurement,experienced nonmanager,73001.0,80000.0,annual,,,2026-07-31
657404,hradept of social services,3,senior program integrity specialist,02,social services,experienced nonmanager,57490.0,66114.0,annual,,2024-01-10,
680937,dept of healthmental hygiene,1,associate laboratory microbiologist ii bureau of the public health laboratory,02,constituent services community programs health policy research analysis,experienced nonmanager,84360.0,90400.0,annual,,,2025-09-25
690241,dept of healthmental hygiene,1,solution architect bureau of it application and platform engineering,00,health,experienced nonmanager,100000.0,128010.0,annual,,,2025-11-26
690182,hradept of social services,1,program manager,00,technology data innovation social services,experienced nonmanager,79473.0,91394.0,annual,,,
714903,dept of healthmental hygiene,1,director programs and strategy division management systems coordination,4a,policy research analysis,experienced nonmanager,106117.0,135000.0,annual,,,2026-05-20
704575,dept of environment protection,2,project manager assistant environmental engineer,00,engineering architecture planning,experienced nonmanager,64242.0,73878.0,annual,,,
707752,dept of environment protection,1,accountable manager,01,engineering architecture planning public safety inspections enforcement,experienced nonmanager,76262.0,110444.0,annual,,,
712058,dept of healthmental hygiene,1,technology and training lead bureau of environmental sciences and engineering,03,policy research analysis,experienced nonmanager,95070.0,109330.0,annual,,,2026-04-23
712075,dept of healthmental hygiene,1,directorcompetitive health and human services procurements office of the agency chief contracting officer,00,finance accounting procurement,experienced nonmanager,66067.0,108000.0,annual,,,2026-04-24
728300,district attorneymanhattan,1,chief investigator,my,legal affairs public safety inspections enforcement,executive,185000.0,200000.0,annual,,,
715886,dept of parks recreation,4,climber pruner,00,green jobs,experienced nonmanager,74580.0,74580.0,annual,,,
696446,off of payroll administration,1,ordered deductions associate,02,finance accounting procurement policy research analysis,experienced nonmanager,59715.0,86804.0,annual,,2025-06-01,
684524,dept of environment protection,1,accountable manager,01,engineering architecture planning public safety inspections enforcement,experienced nonmanager,76262.0,110444.0,annual,,,
721346,dept of healthmental hygiene,1,medical director bureau of clinical quality management and improvement,03,health,experienced nonmanager,84222.0,125191.0,annual,,,2026-07-23
700494,dept of healthmental hygiene,1,ipm shelter coordinator bureau of veterinary and pest control services,03,public safety inspections enforcement,experienced nonmanager,72918.0,83856.0,annual,,2025-03-02,2026-02-03
694559,dept of environment protection,3,watershed maintainer,00,building operations maintenance,experienced nonmanager,46183.0,53111.0,annual,,,
682865,hradept of social services,1,system programer,02,administration human resources technology data innovation social services,experienced nonmanager,96086.0,123796.0,annual,,2024-02-10,
683457,dept of environment protection,4,assistant project manager,00,engineering architecture planning policy research analysis,experienced nonmanager,64242.0,96395.0,annual,,,
697271,dept of environment protection,1,standards lead,03,engineering architecture planning public safety inspections enforcement,experienced nonmanager,95070.0,124935.0,annual,,,
703086,dept of healthmental hygiene,1,early intervention official designee,01,health,experienced nonmanager,63732.0,63732.0,annual,,2025-03-03,2026-03-03
699971,dept of healthmental hygiene,1,payroll processor bureau of childcare,01,health,experienced nonmanager,53370.0,73000.0,annual,,,2026-01-27
716767,campaign finance board,1,independent expenditures political committee liaison,01,constituent services community programs,entrylevel,60000.0,60000.0,annual,,2025-11-06,2026-06-11
724511,dept of environment protection,1,supervisor of mechanics level 1,01,building operations maintenance,manager,127943.0,140840.0,annual,,,2025-10-12
711820,dept of environment protection,2,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
701995,dept of healthmental hygiene,1,assistant director of grants bureau of revenue,03,policy research analysis,experienced nonmanager,95070.0,110000.0,annual,,2025-10-02,2026-02-10
